Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2005 Population,Moody's_Bond_Ratings_July_2005,area lmt,ACGLFY05,EGL,TANF05 Recipients,empl,ACMR,enrollmt,RPA Identifier
"THOMASTON","JG",2.0050000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",19449596.0000,10198581.0000,31928261.0000,4112134.0000,6255374.0000,13980389.0000,20826395.0000,12286857.0000,1977469.0000,20387105.0000,1158069.0000,1158069.0000,1585667.0000,1585667.0000,11692.0000,167363.0000,11692.0000,0.0000,,25092661.0000,25092661.0000,0.0000,670000.0000,2411694.0000,2411694.0000,,,14043736.0000,13487766.0000,9.6041153151839365e-01,14959760.0000,13752037.0000,9.1926855778434946e-01,7.9380000000000000e+03,"A2",1.2010000000000000e+01,375351717.0000,806643143.0000,2.5000000000000000e+01,5.2422030524220307e-02,3.7180000000000000e+01,1.3915899999999999e+03,"COG of Central Naugatuck Valley"
"THOMPSON","BP",2.0050000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",7898153.0000,4536578.0000,12767680.0000,317515.0000,7739725.0000,9658925.0000,18362238.0000,13285190.0000,246606.0000,17863486.0000,15139.0000,15139.0000,599941.0000,599941.0000,-86050.0000,94492.0000,-86050.0000,0.0000,,944142.0000,944142.0000,101888.0000,425000.0000,2961603.0000,2859715.0000,,,9543949.0000,9367182.0000,9.8147863112009504e-01,10016513.0000,9501987.0000,9.4863222360915422e-01,9.3450000000000000e+03,"A3",4.6939999999999998e+01,385650530.0000,889723631.1817,6.0000000000000000e+01,5.0941945405613226e-02,2.4629999999999999e+01,1.5104400000000001e+03,"Northeastern CT COG"
"TOLLAND","JG",2.0050000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",64001051.0000,14637431.0000,79383941.0000,9282634.0000,11123906.0000,29784967.0000,42055750.0000,29008668.0000,3766780.0000,41952536.0000,0.0000,0.0000,7921.0000,7921.0000,95293.0000,1274579.0000,95293.0000,0.0000,,26987508.0000,26987508.0000,921534.0000,300000.0000,5128286.0000,4206752.0000,2995483.0000,,29567650.0000,29424763.0000,9.9516745497190340e-01,29737666.0000,29548190.0000,9.9362841724027706e-01,1.4571000000000000e+04,"A1",3.9710000000000001e+01,826718918.0000,1612776581.3492,1.6000000000000000e+01,3.4957233172182967e-02,3.5399999999999999e+01,3.1479099999999999e+03,"Capital Region COG"
"TORRINGTON","JG",2.0050000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",62522437.0000,-4267503.0000,78472767.0000,18722881.0000,28074729.0000,60232792.0000,94939795.0000,50881760.0000,6576498.0000,93543216.0000,839146.0000,1408296.0000,868429.0000,868429.0000,1367296.0000,-760459.0000,1936446.0000,0.0000,,40276332.0000,40276332.0000,1880349.0000,0.0000,6591102.0000,4710753.0000,2884674.0000,3352575.0000,59829007.0000,59829007.0000,1.0000000000000000e+00,59829007.0000,59829007.0000,1.0000000000000000e+00,3.5995000000000000e+04,"A1",3.9789999999999999e+01,1824034047.0000,2650701710.0000,4.3000000000000000e+02,5.7518187051865809e-02,3.2759999999999998e+01,5.0812700000000004e+03,"Litchfield Hills Cncl of Elected Ofcls"
"TRUMBULL","JG",2.0050000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",80781637.0000,-41769221.0000,39012416.0000,761139.0000,7611282.0000,96550912.0000,110199933.0000,68402454.0000,8987513.0000,109057707.0000,457352.0000,7421288.0000,0.0000,6829900.0000,1599578.0000,2161818.0000,1733614.0000,0.0000,,70383932.0000,70383932.0000,3857580.0000,0.0000,10993126.0000,7135546.0000,37558726.0000,-91361.0000,96364255.0000,95272632.0000,9.8867190951665640e-01,97589201.0000,95675787.0000,9.8039317895429845e-01,3.5299000000000000e+04,"Aa2",2.3289999999999999e+01,3360663119.0000,7130216788.0945,5.1000000000000000e+01,3.8518772893772896e-02,2.8640000000000001e+01,6.7356400000000003e+03,"Greater Bridgeport RPA"
"UNION","JG",2.0050000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",1511113.0000,581965.0000,2116978.0000,481273.0000,397093.0000,1488199.0000,2278796.0000,1062182.0000,84179.0000,2214259.0000,44700.0000,44700.0000,58787.0000,58787.0000,50450.0000,-21992.0000,50450.0000,0.0000,,575000.0000,575000.0000,46636.0000,0.0000,344231.0000,297595.0000,,,1458173.0000,1436431.0000,9.8508956070370246e-01,1512394.0000,1473821.0000,9.7449540265301238e-01,7.4400000000000000e+02,,2.8710000000000001e+01,62942249.0000,89970827.1429,0.0000000000000000e+00,3.0905077262693158e-02,2.2660000000000000e+01,1.1100000000000000e+02,"Northeastern CT COG"
"VERNON","JG",2.0050000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",35551078.0000,9306650.0000,46934720.0000,54379.0000,19768402.0000,45044605.0000,68167756.0000,42293527.0000,3140421.0000,65533467.0000,195115.0000,195115.0000,1796504.0000,1796504.0000,1032900.0000,1502200.0000,1032900.0000,0.0000,,23906438.0000,23906438.0000,1180979.0000,322000.0000,8144680.0000,6963701.0000,8231024.0000,1145447.0000,44861109.0000,44228933.0000,9.8590815042044544e-01,46236042.0000,44720185.0000,9.6721481912314211e-01,2.9491000000000000e+04,"A1",1.7730000000000000e+01,1254011666.0000,2374852632.4699,3.5600000000000000e+02,4.5133484975457917e-02,3.5329999999999998e+01,3.9886900000000001e+03,"Capital Region COG"
"VOLUNTOWN","JG",2.0050000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",5518554.0000,3091346.0000,8609900.0000,405403.0000,3070945.0000,3496595.0000,6738365.0000,5077815.0000,395550.0000,6714866.0000,0.0000,234618.0000,692021.0000,692021.0000,-668522.0000,300349.0000,-433904.0000,0.0000,,2034266.0000,2034266.0000,56895.0000,43812.0000,843881.0000,786986.0000,,,3480213.0000,3384198.0000,9.7241117138519972e-01,3616327.0000,3449929.0000,9.5398701500168537e-01,2.6310000000000000e+03,"A3",3.8920000000000002e+01,124871249.0000,284622942.5057,1.0000000000000000e+01,5.2369077306733167e-02,2.7650000000000002e+01,4.5554000000000002e+02,"Southeastern CT COG"
"WALLINGFORD","JG",2.0050000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",143040000.0000,24717000.0000,167977000.0000,16989000.0000,26518000.0000,79341000.0000,113186000.0000,72230000.0000,4469000.0000,112838000.0000,2026000.0000,9546000.0000,3161000.0000,10681000.0000,-787000.0000,2562000.0000,-787000.0000,0.0000,,43797000.0000,43797000.0000,2207000.0000,8241000.0000,23064000.0000,20857000.0000,133355000.0000,,78672000.0000,77477000.0000,9.8481035184055321e-01,80891000.0000,78555000.0000,9.7112163281452824e-01,4.4736000000000000e+04,"Aa1",3.9020000000000003e+01,3054224429.0000,5968895784.0000,1.5900000000000000e+02,4.3306766428106699e-02,2.5500000000000000e+01,7.2580299999999997e+03,"South Central Regional COG"
"WARREN","BP",2.0050000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",2263340.0000,2065324.0000,4328664.0000,175511.0000,162802.0000,3612786.0000,4037304.0000,2582284.0000,0.0000,3759959.0000,0.0000,0.0000,370652.0000,370652.0000,-93307.0000,21774.0000,-93307.0000,0.0000,1700400.0066,0.0000,1700400.0066,0.0000,0.0000,1127208.0000,1127208.0000,,,3580102.0000,3560855.0000,9.9462389619066716e-01,3619338.0000,3586013.0000,9.9079251509530197e-01,1.3610000000000000e+03,,2.6310000000000002e+01,189826767.0000,407815727.8292,1.0000000000000000e+00,3.8997214484679667e-02,1.8719999999999999e+01,1.9300999999999999e+02,"Northwestern CT COG"
"WASHINGTON","BP",2.0050000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",9531753.0000,2096122.0000,13209256.0000,-39214.0000,324984.0000,10193204.0000,11462152.0000,7289371.0000,79737.0000,10823329.0000,0.0000,0.0000,634212.0000,634212.0000,4611.0000,79724.0000,4611.0000,0.0000,1449511.9786,495000.0000,1944511.9786,0.0000,1133733.0000,2627390.0000,2627390.0000,,,10026080.0000,9956742.0000,9.9308423631169906e-01,10241654.0000,10097576.0000,9.8593215509916665e-01,3.6930000000000000e+03,"Aa3",3.8180000000000000e+01,912541180.0000,1303858828.5714,5.0000000000000000e+00,3.6784025223331580e-02,1.1000000000000000e+01,4.9993000000000001e+02,"Northwestern CT COG"
"WATERBURY","JG",2.0050000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",246269000.0000,-151240000.0000,105542000.0000,115353000.0000,126547000.0000,180545000.0000,327584000.0000,134548000.0000,18929000.0000,308047000.0000,376000.0000,376000.0000,22023000.0000,22023000.0000,-2110000.0000,-638000.0000,-2110000.0000,0.0000,,132624000.0000,132624000.0000,0.0000,4112000.0000,16112000.0000,16112000.0000,150744000.0000,-2331000.0000,179165000.0000,172713000.0000,9.6398850221862531e-01,215383000.0000,180553000.0000,8.3828807287483231e-01,1.0790200000000000e+05,"Baa2",2.8570000000000000e+01,3342784901.0000,5843956065.0000,4.5000000000000000e+03,7.8628256776727329e-02,5.3311999999999998e+01,1.7589459999999999e+04,"COG of Central Naugatuck Valley"
"WATERFORD","JG",2.0050000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",129137691.0000,44250071.0000,173486770.0000,17335638.0000,3389056.0000,43038423.0000,60688109.0000,35236503.0000,0.0000,57103529.0000,16110.0000,16110.0000,5762086.0000,5762086.0000,-2161396.0000,-2069620.0000,-2161396.0000,0.0000,,41207.0000,41207.0000,917252.0000,0.0000,15546532.0000,14629280.0000,65860905.0000,3112863.0000,45770847.0000,42618026.0000,9.3111726772283676e-01,48645923.0000,42861421.0000,8.8108968556316636e-01,1.8940000000000000e+04,,3.2750000000000000e+01,2556529860.0000,4294825829.3534,7.1000000000000000e+01,4.3108447709259617e-02,1.7900000000000002e+01,3.1995200000000000e+03,"Southeastern CT COG"
"WATERTOWN","BP",2.0050000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",60874563.0000,4435231.0000,65519596.0000,-3678460.0000,13773734.0000,32053385.0000,49290016.0000,30635694.0000,3097369.0000,50136785.0000,1097588.0000,17445957.0000,731420.0000,17079789.0000,-480601.0000,191718.0000,-480601.0000,0.0000,,30744682.0000,30744682.0000,1006484.0000,122428.0000,4049419.0000,3042935.0000,15964963.0000,-68032.0000,31659060.0000,31314140.0000,9.8910517242141749e-01,32334039.0000,31784935.0000,9.8301777269458979e-01,2.2330000000000000e+04,"Aa3",2.9150000000000002e+01,1548182050.0000,2277721680.0000,9.1000000000000000e+01,4.7825730898370319e-02,2.0370000000000001e+01,3.4971700000000001e+03,"COG of Central Naugatuck Valley"
"WEST HARTFORD","JG",2.0050000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",137861000.0000,32717000.0000,172759000.0000,8029000.0000,19011000.0000,154636000.0000,179413000.0000,103502000.0000,14494000.0000,176018000.0000,1122000.0000,1122000.0000,2423000.0000,2423000.0000,2094000.0000,601000.0000,2094000.0000,0.0000,,112703000.0000,112703000.0000,1066000.0000,0.0000,14160000.0000,13094000.0000,9305000.0000,12240000.0000,153918000.0000,152782000.0000,9.9261944671838254e-01,155724000.0000,153782000.0000,9.8752921836068941e-01,6.1173000000000000e+04,"Aaa",2.1980000000000000e+01,3627715340.0000,8194628368.0000,3.5100000000000000e+02,4.3159922928709057e-02,4.2119999999999997e+01,9.9293099999999995e+03,"Capital Region COG"
"WEST HAVEN","JG",2.0050000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",27648638.0000,-34108370.0000,-6459732.0000,-2106193.0000,42171686.0000,73022990.0000,123755756.0000,76999811.0000,15389299.0000,129104501.0000,455856.0000,44852926.0000,908683.0000,45305753.0000,-5801572.0000,1329827.0000,-5801572.0000,0.0000,,160865728.0000,160865728.0000,1177659.0000,0.0000,-3611765.0000,-4789424.0000,,1629755.0000,71184213.0000,67890733.0000,9.5373299975937076e-01,79472664.0000,70623865.0000,8.8865606669483233e-01,5.2923000000000000e+04,"A3",1.0830000000000000e+01,1830236284.0000,4119699824.4730,9.9500000000000000e+02,5.5212596240549354e-02,3.9300000000000004e+01,7.6660400000000000e+03,"South Central Regional COG"
"WESTBROOK","BP",2.0050000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",15415905.0000,2838697.0000,20167790.0000,2229715.0000,1727913.0000,15665750.0000,18597844.0000,10705061.0000,3047401.0000,18601359.0000,0.0000,0.0000,356462.0000,356462.0000,-359977.0000,-286824.0000,-359977.0000,0.0000,,24060000.0000,24060000.0000,0.0000,0.0000,1182060.0000,1182060.0000,,193681.0000,15503630.0000,15318649.0000,9.8806853620732693e-01,15858416.0000,15467504.0000,9.7534987100855475e-01,6.5990000000000000e+03,"A1",1.5720000000000001e+01,768944452.0000,1564365630.2239,1.9000000000000000e+01,4.0827740492170021e-02,2.0180000000000000e+01,1.0362400000000000e+03,"CT River Estuary RPA"
"WESTON","BP",2.0050000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",17378145.0000,24028101.0000,41406246.0000,9708303.0000,2267799.0000,47772103.0000,52421411.0000,35238722.0000,3975082.0000,47990099.0000,0.0000,48210000.0000,2261907.0000,50191907.0000,2169405.0000,1048211.0000,2449405.0000,0.0000,,77936410.0000,77936410.0000,585630.0000,0.0000,7766379.0000,7180749.0000,315614.0000,,47407915.0000,46990147.0000,9.9118780060249434e-01,47958901.0000,47391671.0000,9.8817258135252095e-01,1.0276000000000000e+04,"Aaa",1.9800000000000001e+01,2356768186.0000,3367091901.4286,1.0000000000000000e+00,3.1282586027111578e-02,2.0250000000000000e+01,2.5390100000000002e+03,"South Western RPA"
"WESTPORT","JG",2.0050000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",116903639.0000,57936288.0000,174839927.0000,9493179.0000,1360422.0000,121001803.0000,139226681.0000,77583732.0000,16241017.0000,135982638.0000,827784.0000,827784.0000,1749042.0000,1749042.0000,2322785.0000,2341576.0000,2322785.0000,0.0000,,175685000.0000,175685000.0000,1037919.0000,4376319.0000,18284220.0000,17246301.0000,,4753518.0000,120636091.0000,118467264.0000,9.8202174007776832e-01,126018415.0000,120541667.0000,9.5654009773095461e-01,2.6615000000000000e+04,"Aaa",2.0010000000000002e+01,5793881450.0000,13092699520.9816,1.3000000000000000e+01,3.3206446910180612e-02,2.0600000000000001e+01,5.3046599999999999e+03,"South Western RPA"
"WETHERSFIELD","JG",2.0050000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",39708828.0000,7367339.0000,47663039.0000,5566984.0000,7925090.0000,55510706.0000,65470132.0000,37724952.0000,3141080.0000,62163602.0000,0.0000,0.0000,2493244.0000,2493244.0000,813286.0000,253058.0000,813286.0000,0.0000,,39862858.0000,39862858.0000,208200.0000,500000.0000,5818401.0000,5610201.0000,,-154459.0000,55410583.0000,55039138.0000,9.9329649716914181e-01,56217738.0000,55506410.0000,9.8734691175230138e-01,2.6220000000000000e+04,"Aa3",1.2390000000000001e+01,1954539220.0000,2795283342.8571,1.1800000000000000e+02,4.6002611166577070e-02,2.8350000000000001e+01,3.8012800000000002e+03,"Capital Region COG"
"WILLINGTON","JG",2.0050000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",5627332.0000,3587258.0000,9214590.0000,1163110.0000,3800665.0000,9304350.0000,13478651.0000,10034510.0000,433179.0000,12734416.0000,0.0000,0.0000,583612.0000,583612.0000,160623.0000,213211.0000,160623.0000,0.0000,5807459.0231,1398057.0000,7205516.0231,166587.0000,350000.0000,1531701.0000,1365114.0000,,,9263063.0000,9213600.0000,9.9466018961546521e-01,9333951.0000,9262695.0000,9.9236593378302496e-01,6.2160000000000000e+03,"A2",3.3270000000000003e+01,371259277.0000,531638438.5714,2.6000000000000000e+01,3.7815126050420166e-02,2.4770000000000000e+01,8.8713999999999999e+02,"Windham Region COG"
"WILTON","BP",2.0050000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",71192192.0000,10559211.0000,81751403.0000,2316858.0000,5026463.0000,78249007.0000,87216533.0000,53004623.0000,9445347.0000,84191655.0000,137396.0000,630126.0000,0.0000,0.0000,3162274.0000,1688702.0000,3655004.0000,0.0000,,73392113.0000,73392113.0000,1185355.0000,142258.0000,9524969.0000,8339614.0000,9424144.0000,1745235.0000,77085810.0000,76597593.0000,9.9366657754520582e-01,77936336.0000,76963641.0000,9.8751936452337197e-01,1.7960000000000000e+04,"Aaa",2.6949999999999999e+01,3649862910.0000,6341196562.0000,0.0000000000000000e+00,3.2714303283728936e-02,2.1480000000000000e+01,4.2725799999999999e+03,"South Western RPA"
"WINCHESTER","JG",2.0050000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",23506325.0000,5565952.0000,29072277.0000,-806182.0000,8420115.0000,17927617.0000,27195622.0000,17371286.0000,595390.0000,26962992.0000,18282.0000,18282.0000,131464.0000,131464.0000,119448.0000,-103295.0000,119448.0000,0.0000,,1883620.0000,1883620.0000,157551.0000,120550.0000,822794.0000,665243.0000,27537424.0000,,17648739.0000,17175959.0000,9.7321168384891410e-01,18532227.0000,17714751.0000,9.5588894955797810e-01,1.0857000000000000e+04,"A2",3.2280000000000001e+01,560632251.0000,961405534.0000,1.5200000000000000e+02,5.9380815428861443e-02,3.1199999999999999e+01,1.5954100000000001e+03,"Litchfield Hills Cncl of Elected Ofcls"
"WINDHAM","JG",2.0050000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",6631253.0000,13325795.0000,20260381.0000,-361132.0000,28425277.0000,23311900.0000,55474263.0000,36405389.0000,3284542.0000,55098539.0000,0.0000,0.0000,484694.0000,484694.0000,-108970.0000,-1552229.0000,-108970.0000,0.0000,,23712993.0000,23712993.0000,395496.0000,2883705.0000,8774409.0000,8378913.0000,18541347.0000,,23151509.0000,22532731.0000,9.7327267090883796e-01,24333490.0000,22989946.0000,9.4478621849968913e-01,2.3503000000000000e+04,"A2",2.7070000000000000e+01,647223145.0000,1199138959.0000,6.6700000000000000e+02,6.7825013229846534e-02,2.7840000000000000e+01,3.6069600000000000e+03,"Windham Region COG"
"WINDSOR","JG",2.0050000000000000e+03,1.6500000000000000e+02,1.6400000000000000e+02,"H",35903258.0000,25875738.0000,61778996.0000,4046057.0000,14183961.0000,65305954.0000,83411561.0000,52661871.0000,5715158.0000,75420882.0000,0.0000,0.0000,6186848.0000,6186848.0000,1803831.0000,837615.0000,1803831.0000,0.0000,,48140000.0000,48140000.0000,522235.0000,150000.0000,9524771.0000,9002536.0000,-15718165.0000,2988885.0000,65083579.0000,64366789.0000,9.8898662287763861e-01,66076240.0000,64941360.0000,9.8282468857186789e-01,2.8778000000000000e+04,"Aa2",2.9629999999999999e+01,2243767090.0000,3264253914.2857,2.2700000000000000e+02,4.5890323405343221e-02,2.8830000000000002e+01,4.7212200000000003e+03,"Capital Region COG"
"WINDSOR LOCKS","BP",2.0050000000000000e+03,1.6600000000000000e+02,1.6500000000000000e+02,"H",42446771.0000,14787634.0000,57238240.0000,477654.0000,10403149.0000,23078769.0000,34789951.0000,21545344.0000,2224478.0000,33209034.0000,127365.0000,12030566.0000,2107450.0000,12928591.0000,-399168.0000,216980.0000,682892.0000,0.0000,,17757041.0000,17757041.0000,0.0000,1000000.0000,7007146.0000,7007146.0000,,-527318.0000,22628629.0000,22331278.0000,9.8685952206826144e-01,23458247.0000,22758197.0000,9.7015761663691236e-01,1.2411000000000000e+04,"Aa2",9.0299999999999994e+00,1046553629.0000,1592022881.4286,6.7000000000000000e+01,4.8061565267896039e-02,2.0690000000000001e+01,2.0590799999999999e+03,"Capital Region COG"
"WOLCOTT","JG",2.0050000000000000e+03,1.6700000000000000e+02,1.6600000000000000e+02,"NH",36841858.0000,19771181.0000,56929927.0000,-1608813.0000,14268778.0000,27083817.0000,42619790.0000,27511025.0000,4275629.0000,42636385.0000,404791.0000,404791.0000,209660.0000,209660.0000,178536.0000,279103.0000,178536.0000,0.0000,,36973460.0000,36973460.0000,124217.0000,600000.0000,2323226.0000,2199009.0000,,732914.0000,26708638.0000,26162356.0000,9.7954661709069557e-01,27902681.0000,26653880.0000,9.5524440823446322e-01,1.6228000000000000e+04,"A3",2.0430000000000000e+01,863156513.0000,1597984020.0000,5.7000000000000000e+01,4.5392800543355219e-02,3.0830000000000002e+01,3.3210000000000000e+03,"COG of Central Naugatuck Valley"
"WOODBRIDGE","BP",2.0050000000000000e+03,1.6800000000000000e+02,1.6700000000000000e+02,"NH",36934241.0000,9154203.0000,46088444.0000,2511351.0000,1219913.0000,32201893.0000,34993302.0000,20723062.0000,2263166.0000,33222894.0000,394208.0000,504373.0000,1653523.0000,1653523.0000,511093.0000,359241.0000,621258.0000,0.0000,14814394.7153,18168558.0000,32982952.7153,528164.0000,500000.0000,5218859.0000,4690695.0000,,,31706529.0000,31613591.0000,9.9706880560782918e-01,31859636.0000,31734092.0000,9.9605946533726875e-01,9.2640000000000000e+03,"Aa1",1.8830000000000002e+01,887071550.0000,1769327007.4753,7.0000000000000000e+00,3.4554973821989528e-02,3.5579999999999998e+01,1.7485699999999999e+03,"South Central Regional COG"
"WOODBURY","BP",2.0050000000000000e+03,1.6900000000000000e+02,1.6800000000000000e+02,"L",11170467.0000,4855169.0000,16536667.0000,738313.0000,1057653.0000,21174420.0000,23514213.0000,15812232.0000,61608.0000,22822993.0000,33523.0000,33523.0000,174190.0000,174190.0000,550553.0000,-32752.0000,550553.0000,0.0000,7234828.9156,755000.0000,7989828.9156,111978.0000,898347.0000,3220265.0000,3108287.0000,,0.0000,20976066.0000,20712097.0000,9.8741570511839538e-01,21542211.0000,20984375.0000,9.7410497928926609e-01,9.7340000000000000e+03,,3.6469999999999999e+01,969492447.0000,1387415138.5714,7.0000000000000000e+00,3.8575667655786350e-02,2.1420000000000002e+01,1.5591500000000001e+03,"COG of Central Naugatuck Valley"
"WOODSTOCK","BP",2.0050000000000000e+03,1.7000000000000000e+02,1.6900000000000000e+02,"W",10649196.0000,7096401.0000,19502140.0000,315395.0000,5686766.0000,11018575.0000,17460887.0000,12801860.0000,1309405.0000,17326217.0000,1181.0000,102123.0000,276265.0000,276265.0000,-140414.0000,123150.0000,-39472.0000,0.0000,,8303924.0000,8303924.0000,485103.0000,500000.0000,2445605.0000,1960502.0000,,80258.0000,10881890.0000,10713645.0000,9.8453899092896546e-01,11218878.0000,10864394.0000,9.6840290089615022e-01,8.0470000000000000e+03,"A2",6.0539999999999999e+01,428477094.0000,919372226.0000,1.1000000000000000e+01,4.1357608451337381e-02,2.5000000000000000e+01,1.4386200000000001e+03,"Northeastern CT COG"
