"Town","Gross Residential Grand List","Gross Commercial Grand List","Gross Industrial Grand List","Total Gross Grand List","Year"
"Mansfield","704812450","72911470","1288070",893090942,"SFY 2008-2009"
"Marlborough","533075720","29359890","2410660",613786451,"SFY 2008-2009"
"Meriden","2395513020","560956720","162960140",3636621993,"SFY 2008-2009"
"Middlebury","797050100","109051097","9212800",1029989791,"SFY 2008-2009"
"Middlefield","357622600","17957200","15997100",438591492,"SFY 2008-2009"
"Middletown","2025435830","382027330","111238130",3225338838,"SFY 2008-2009"
"Milford","5180688101","1027317540","249707930",7135978651,"SFY 2008-2009"
"Monroe","1671924035","124691000","44495080",2068662217,"SFY 2008-2009"
"Montville","1047693954","121231870","30768180",1371918836,"SFY 2008-2009"
"Morris","287151580","11266970","1574000",343262040,"SFY 2008-2009"
"Naugatuck","1494590330","139552310","67096670",1972166770,"SFY 2008-2009"
"New Britain","1855491355","330001810","92610290",2859807066,"SFY 2008-2009"
"New Canaan","6303659100","338036050","4872600",6994633380,"SFY 2008-2009"
"New Fairfield","1674782840","32693925","2160000",1822873385,"SFY 2008-2009"
"New Hartford","454233490","22384090","8206800",566507113,"SFY 2008-2009"
"New Haven","3428850340","1930562065","278330570",6121709017,"SFY 2008-2009"
"Newington","1733094010","386777430","90397370",2547308796,"SFY 2008-2009"
"New London","716968074","363702609","108744160",1320741255,"SFY 2008-2009"
"New Milford","2212582340","252202630","106919330",2950149655,"SFY 2008-2009"
"Newtown","3243904559","246247391","48993072",3861586395,"SFY 2008-2009"
"Norfolk","153507680","9260810","0",210887118,"SFY 2008-2009"
"North Branford","1000317002","82333677","37898310",1268102580,"SFY 2008-2009"
"North Canaan","176428880","44187150","30034700",330465110,"SFY 2008-2009"
"North Haven","1891653984","325590817","233703210",2809054799,"SFY 2008-2009"
"North Stonington","446188120","56227660","6551790",598370482,"SFY 2008-2009"
"Norwalk","7305103732","1862404638","184266810",10307834638,"SFY 2008-2009"
"Norwich","1097975200","281156000","58930000",1774317030,"SFY 2008-2009"
"Old Lyme","1304614185","68097635","591500",1476898268,"SFY 2008-2009"
"Old Saybrook","1555487400","195083300","16955900",1904854238,"SFY 2008-2009"
"Orange","1477539100","355274800","87010700",2090757908,"SFY 2008-2009"
"Oxford","1149709188","35392290","31576300",1339205830,"SFY 2008-2009"
"Plainfield","649006890","101512000","72764970",1031510332,"SFY 2008-2009"
"Plainville","878161540","187089300","76774060",1345034390,"SFY 2008-2009"
"Plymouth","609794990","32496430","27041090",801338320,"SFY 2008-2009"
"Pomfret","273449230","11988790","9464100",340441490,"SFY 2008-2009"
"Portland","636492500","64374670","15043730",816794260,"SFY 2008-2009"
"Preston","345001980","16861900","2531300",428847060,"SFY 2008-2009"
"Prospect","653391565","37564570","12045402",784404414,"SFY 2008-2009"
"Putnam","291523300","77943600","37467400",492747590,"SFY 2008-2009"
"Redding","1627169400","131113200","4375330",1920759638,"SFY 2008-2009"
"Ridgefield","4640886955","355029511","17817770",5354543874,"SFY 2008-2009"
"Rocky Hill","976940655","266112073","77807510",1571460272,"SFY 2008-2009"
"Roxbury","637649810","2940800","0",731989700,"SFY 2008-2009"
"Salem","351365595","18068760","1324730",417720000,"SFY 2008-2009"
"Salisbury","833431650","52232240","1302670",1162892602,"SFY 2008-2009"
"Scotland","80218640","1153920","0",96807110,"SFY 2008-2009"
"Seymour","1045956660","76196520","40090190",1340493372,"SFY 2008-2009"
"Sharon","451797200","29591800","0",542452627,"SFY 2008-2009"
"Shelton","3624496150","626174780","175147860",4852000540,"SFY 2008-2009"
"Sherman","555975142","5371670","0",668183478,"SFY 2008-2009"
"Simsbury","1971055210","285166790","10607010",2488010703,"SFY 2008-2009"
"Somers","638813133","21712570","5857980",750605159,"SFY 2008-2009"
"Southbury","1965062331","316433360","12929420",2496204066,"SFY 2008-2009"
"Southington","2857610031","409633658","104098285",3846940082,"SFY 2008-2009"
"South Windsor","1847330540","264856700","227133420",2622395627,"SFY 2008-2009"
"Sprague","121307620","19963850","0",186665866,"SFY 2008-2009"
"Stafford","569247260","39919450","17590250",786974464,"SFY 2008-2009"
"Stamford","14117940820","6027382820","939735910",23242254308,"SFY 2008-2009"
"Sterling","219650580","14825220","1895420",297535296,"SFY 2008-2009"
"Stonington","2328799100","401616420","33226300",3037037992,"SFY 2008-2009"
"Stratford","3345740702","375869230","272178410",4484410476,"SFY 2008-2009"
"Suffield","890660820","42430979","36166540",1096689896,"SFY 2008-2009"
"Thomaston","445585009","35013650","35953920",602216407,"SFY 2008-2009"
"Thompson","481285690","14474800","7370300",653242798,"SFY 2008-2009"
"Tolland","1001027700","57469800","21010500",1204471952,"SFY 2008-2009"
"Torrington","1286901580","226045470","73294390",1866503959,"SFY 2008-2009"
"Trumbull","3890441600","474891700","148027800",4870456820,"SFY 2008-2009"
"Union","54735550","2220640","224410",71204900,"SFY 2008-2009"
"Vernon","1244639780","379412570","22663820",1828200053,"SFY 2008-2009"
"Voluntown","171932390","4570220","47180",218518993,"SFY 2008-2009"
"Wallingford","2775191723","562042820","247318780",4055056342,"SFY 2008-2009"
"Warren","288389680","4034310","0",341829470,"SFY 2008-2009"
"Washington","747697940","30671040","450630",965616380,"SFY 2008-2009"
"Waterbury","3054928458","1049776154","135877180",5149946904,"SFY 2008-2009"
"Waterford","1831773510","407505400","39432330",2975458696,"SFY 2008-2009"
"Watertown","1230788100","84050097","104583300",1623094923,"SFY 2008-2009"
"Westbrook","1026307703","123381140","32528040",1309232059,"SFY 2008-2009"
"West Hartford","4609791120","676274970","68201500",5922321950,"SFY 2008-2009"
"West Haven","2220755271","245857434","88670610",2970606340,"SFY 2008-2009"
"Weston","2331560836","17647430","0",2538124320,"SFY 2008-2009"
"Westport","8610860982","1350891660","11316600",10445598565,"SFY 2008-2009"
"Wethersfield","1538232810","182366050","16319190",1957692690,"SFY 2008-2009"
"Willington","232345190","50289490","3690780",387219004,"SFY 2008-2009"
"Wilton","3893651580","608614610","0",4816594915,"SFY 2008-2009"
"Winchester","583643752","59475898","16764020",802521162,"SFY 2008-2009"
"Windham","527229335","126608825","36556530",896536328,"SFY 2008-2009"
"Windsor","1332516500","400498780","308695100",2325043980,"SFY 2008-2009"
"Windsor Locks","530048340","135590600","147536800",1099470511,"SFY 2008-2009"
"Wolcott","1117182990","46762990","30361680",1340739190,"SFY 2008-2009"
"Woodbridge","1019264190","58231320","11730560",1193097410,"SFY 2008-2009"
"Woodbury","861835520","53109810","10494460",1037705397,"SFY 2008-2009"
"Woodstock","644292280","26842980","8521100",777883014,"SFY 2008-2009"
"Andover","231403370","4602800","943000",269154020,"SFY 2009-2010"
"Ansonia","900241500","107263600","19999100",1135898139,"SFY 2009-2010"
"Ashford","265479350","25095300","0",334156150,"SFY 2009-2010"
"Avon","2060691030","251437330","29713370",2544056120,"SFY 2009-2010"
"Barkhamsted","274756090","13304270","4062140",359729710,"SFY 2009-2010"
"Beacon Falls","415021280","10434070","31912300",514860190,"SFY 2009-2010"
"Berlin","1484613290","264121200","138266800",2154366288,"SFY 2009-2010"
"Bethany","515350890","14799580","19177560",602588437,"SFY 2009-2010"
"Bethel","1635231830","228437790","90946500",2184265820,"SFY 2009-2010"
"Bethlehem","328311600","20105700","3097200",395478347,"SFY 2009-2010"
"Bloomfield","987701397","276432239","118713464",1655916512,"SFY 2009-2010"
"Bolton","387459450","22577520","3394990",462511170,"SFY 2009-2010"
"Bozrah","162506960","10363970","23224780",237101957,"SFY 2009-2010"
"Branford","2520182210","365423200","105877400",3240323025,"SFY 2009-2010"
"Bridgeport","4088034256","911508098","291121990",6134018746,"SFY 2009-2010"
"Bridgewater","364156222","3025100","799500",411207308,"SFY 2009-2010"
"Bristol","2842718530","449291140","242877480",4175378160,"SFY 2009-2010"
"Brookfield","1938007805","247880790","110381200",2500241805,"SFY 2009-2010"
"Brooklyn","383293510","28967110","3766620",499887644,"SFY 2009-2010"
"Burlington","766290570","13208860","3457370",900717474,"SFY 2009-2010"
"Canaan","119041450","4741150","10348600",180633128,"SFY 2009-2010"
"Canterbury","286491200","8447164","3274500",351487839,"SFY 2009-2010"
"Canton","848835580","132043200","7857330",1072595525,"SFY 2009-2010"
"Chaplin","137441520","6332300","1423400",162086470,"SFY 2009-2010"
"Cheshire","2094830970","215431830","181548110",2762723647,"SFY 2009-2010"
"Chester","363495000","58060600","17580030",490031530,"SFY 2009-2010"
"Clinton","1304883660","152316448","32033700",1615466385,"SFY 2009-2010"
"Colchester","967153850","90586870","9609300",1238388827,"SFY 2009-2010"
"Colebrook","155470000","1240900","660200",181302580,"SFY 2009-2010"
"Columbia","441894940","13826600","7809100",518645303,"SFY 2009-2010"
"Cornwall","311958780","10625720","0",446164220,"SFY 2009-2010"
"Coventry","721780560","19995810","2602080",844875515,"SFY 2009-2010"
"Cromwell","950756825","201696100","33373160",1299134994,"SFY 2009-2010"
"Danbury","5326106500","1674007300","439175300",8276798410,"SFY 2009-2010"
"Darien","5738476380","414230270","0",6524961515,"SFY 2009-2010"
"Deep River","411818330","29658510","13365100",509443631,"SFY 2009-2010"
"Derby","634760620","133592100","14585550",879373430,"SFY 2009-2010"
"Durham","562751929","19570200","14881160",758435085,"SFY 2009-2010"
"Eastford","125649850","7215610","2367210",158057881,"SFY 2009-2010"
"East Granby","375721000","21255200","69679200",535340930,"SFY 2009-2010"
"East Haddam","814990440","38928820","8248070",963952889,"SFY 2009-2010"
"East Hampton","927426410","45261670","10351320",1121346455,"SFY 2009-2010"
"East Hartford","1868223690","406206610","260977060",3072070291,"SFY 2009-2010"
"East Haven","1724724518","225469030","51719860",2221071090,"SFY 2009-2010"
"East Lyme","1905275326","133062433","17345160",2267877163,"SFY 2009-2010"
"Easton","1532015580","38313520","282600",1654304350,"SFY 2009-2010"
"East Windsor","599868160","185856025","81759110",1021403968,"SFY 2009-2010"
"Ellington","967075150","69348580","17892966",1227817069,"SFY 2009-2010"
"Enfield","2105310040","486593960","138888480",3053914392,"SFY 2009-2010"
"Essex","870534050","120894400","35696400",1092826191,"SFY 2009-2010"
"Fairfield","10171061990","979799090","49902230",11787406207,"SFY 2009-2010"
"Farmington","2424398167","733649386","37597490",3519344803,"SFY 2009-2010"
"Franklin","128274200","32193400","5176970",199624410,"SFY 2009-2010"
"Glastonbury","3141242420","463020900","71748200",3999843060,"SFY 2009-2010"
"Goshen","496391730","18984970","2683500",595461032,"SFY 2009-2010"
"Granby","811817280","40261830","3933300",1029268080,"SFY 2009-2010"
"Greenwich","27445786200","4175269560","90296990",33552347414,"SFY 2009-2010"
"Griswold","651486081","36106529","6155170",806551920,"SFY 2009-2010"
"Groton","2345563210","431634500","610442140",4022910586,"SFY 2009-2010"
"Guilford","2972600333","232507760","11098450",3418390453,"SFY 2009-2010"
"Haddam","686835760","23281780","6428890",842548038,"SFY 2009-2010"
"Hamden","3172791192","413736970","72280340",4204674242,"SFY 2009-2010"
"Hampton","127099490","2361290","122640",151862325,"SFY 2009-2010"
"Hartford","908535761","1448925763","93188820",3281298950,"SFY 2009-2010"
"Hartland","150307680","638720","0",189898650,"SFY 2009-2010"
"Harwinton","444900507","10694620","1619780",542264613,"SFY 2009-2010"
"Hebron","741603320","24035420","800520",845368540,"SFY 2009-2010"
"Kent","513239600","42416710","0",640226530,"SFY 2009-2010"
"Killingly","783919192","139323450","81861220",1597029196,"SFY 2009-2010"
"Killingworth","718708588","20695140","1788960",805337493,"SFY 2009-2010"
"Lebanon","539719510","13339020","3052060",631424219,"SFY 2009-2010"
"Ledyard","935724084","53426636","9753660",1155485429,"SFY 2009-2010"
"Lisbon","263164180","63994010","2127520",398557868,"SFY 2009-2010"
"Litchfield","848329940","95377770","6762200",1069055302,"SFY 2009-2010"
"Lyme","544768143","4487800","0",598334762,"SFY 2009-2010"
"Madison","3024124010","162261280","3241700",3383120225,"SFY 2009-2010"
"Manchester","2451988800","802670272","207240830",4113600086,"SFY 2009-2010"
"Mansfield","712378920","73023820","1288070",898750395,"SFY 2009-2010"
"Marlborough","534568940","29321040","2410660",613658259,"SFY 2009-2010"
"Meriden","2403832560","555037670","161732940",3630638135,"SFY 2009-2010"
"Middlebury","810109000","110598837","9123500",1040878596,"SFY 2009-2010"
"Middlefield","359734900","18011100","15997100",441218456,"SFY 2009-2010"
"Middletown","2037735830","393105950","125966390",3273746536,"SFY 2009-2010"
"Milford","5208001739","1042171850","243250920",7153759840,"SFY 2009-2010"
"Monroe","1678449336","125671290","48179160",2068908145,"SFY 2009-2010"
"Montville","1053460722","126273437","30875590",1381078931,"SFY 2009-2010"
"Morris","290031520","8561800","1574000",340804387,"SFY 2009-2010"
"Naugatuck","1500260130","140626800","66578240",1962167230,"SFY 2009-2010"
"New Britain","1861929325","319998120","103697510",2859116164,"SFY 2009-2010"
"New Canaan","7306518240","417185450","5425800",8085528830,"SFY 2009-2010"
"New Fairfield","1685047440","33113425","2160000",1826882428,"SFY 2009-2010"
"New Hartford","556920315","28826255","7643440",687729029,"SFY 2009-2010"
"New Haven","3437114420","1835986045","271445090",6011549441,"SFY 2009-2010"
"Newington","1751987820","349340730","140898430",2571195400,"SFY 2009-2010"
"New London","837033063","364092197","224543860",1674500238,"SFY 2009-2010"
"New Milford","2236806140","252970530","106921990",2989815100,"SFY 2009-2010"
"Newtown","3238349323","258499493","40643463",3856630160,"SFY 2009-2010"
"Norfolk","220571540","9575200","0",305774120,"SFY 2009-2010"
"North Branford","1004160212","86658437","37831270",1276710330,"SFY 2009-2010"
"North Canaan","177674710","45216640","30281470",339672950,"SFY 2009-2010"
"North Haven","1910379859","336723595","229932110",2815736449,"SFY 2009-2010"
"North Stonington","450614010","56439040","6551790",597956423,"SFY 2009-2010"
"Norwalk","8618631532","2171950709","207117330",12025210093,"SFY 2009-2010"
"Norwich","1493293437","360020000","62579000",2286837277,"SFY 2009-2010"
"Old Lyme","1310128497","69075903","896000",1476742640,"SFY 2009-2010"
"Old Saybrook","2062924300","257195600","21354200",2498754646,"SFY 2009-2010"
"Orange","1485485500","357509500","86691200",2092512197,"SFY 2009-2010"
"Oxford","1178317855","36123060","38969280",1373880805,"SFY 2009-2010"
"Plainfield","650225660","102395110","73079200",1029263040,"SFY 2009-2010"
"Plainville","884622200","191946150","77970480",1349194020,"SFY 2009-2010"
"Plymouth","615867597","34071170","27211120",804294867,"SFY 2009-2010"
"Pomfret","275946120","11991400","9464100",339964246,"SFY 2009-2010"
"Portland","641697980","65106430","15115840",822642433,"SFY 2009-2010"
"Preston","348214320","19700500","2531300",428508695,"SFY 2009-2010"
"Prospect","667447125","37570420","11951672",793920764,"SFY 2009-2010"
"Putnam","359824500","103746100","40719100",594318915,"SFY 2009-2010"
"Redding","1629826840","130630900","4273130",1911195950,"SFY 2009-2010"
"Ridgefield","4554355376","544520607","19737950",5418907702,"SFY 2009-2010"
"Rocky Hill","1290057889","416965120","133573470",2103329783,"SFY 2009-2010"
"Roxbury","644485087","2850158","0",731534180,"SFY 2009-2010"
"Salem","354381420","18199680","1324730",418922156,"SFY 2009-2010"
"Salisbury","837564110","52180010","1309830",1179418312,"SFY 2009-2010"
"Scotland","109596610","1045320","339210",126589579,"SFY 2009-2010"
"Seymour","1056233290","76716340","42171220",1347452920,"SFY 2009-2010"
"Sharon","690084300","39357400","0",822615597,"SFY 2009-2010"
"Shelton","3649751880","654418130","175091500",4923064790,"SFY 2009-2010"
"Sherman","675065400","1848900","0",727247753,"SFY 2009-2010"
"Simsbury","1980601570","285119884","11144670",2495245510,"SFY 2009-2010"
"Somers","650901863","23029290","5958700",763140084,"SFY 2009-2010"
"Southbury","1983631221","289997250","12448380",2477723559,"SFY 2009-2010"
"Southington","2888318251","431361292","106721885",3883060972,"SFY 2009-2010"
"South Windsor","1861778500","262401440","250568730",2652792681,"SFY 2009-2010"
"Sprague","123594700","21245200","0",190036340,"SFY 2009-2010"
"Stafford","574583410","39641020","17977370",796013630,"SFY 2009-2010"
"Stamford","14221515980","6005078268","871392680",23276114739,"SFY 2009-2010"
"Sterling","217651500","14825220","1895420",299280057,"SFY 2009-2010"
