Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Unreserved_Fund_Bal,Fund_Equity_Enterprise,Fund_Equity_Internal_Service,Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2004 Population,Moody's_Bond_Ratings_July_2004,area lmt,ACGLFY04,EGL,TANF04 Recipients,empl,ACMR,enrollmt,RPA Identifier
"THOMASTON","JG",2.0040000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",19001844.0000,677447.0000,27816127.0000,380786.0000,6181867.0000,13385994.0000,20037305.0000,11936478.0000,1611185.0000,19673108.0000,1718242.0000,1889691.0000,1886525.0000,2086525.0000,195914.0000,43529.0000,167363.0000,0.0000,,18585357.0000,18585357.0000,75000.0000,865000.0000,2400002.0000,2325002.0000,,,13439939.0000,12901856.0000,9.5996388078844708e-01,14137858.0000,13107000.0000,9.2708527699174792e-01,7.9010000000000000e+03,"A2",1.2010000000000000e+01,397064853.0000,762055063.4982,4.4000000000000000e+01,5.2372426141450316e-02,3.5500000000000000e+01,1.3850799999999999e+03,"COG of Central Naugatuck Valley"
"THOMPSON","JG",2.0040000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",7882421.0000,3692936.0000,11897089.0000,143152.0000,7735555.0000,9067679.0000,17696817.0000,12747043.0000,342223.0000,16956574.0000,15022.0000,15022.0000,660773.0000,660773.0000,94492.0000,-1362.0000,740243.0000,0.0000,,1128203.0000,1128203.0000,9215.0000,575000.0000,3047653.0000,3038438.0000,,,9017153.0000,8819907.0000,9.7812546820487578e-01,9390409.0000,8918492.0000,9.4974478747411317e-01,9.2630000000000000e+03,"A3",4.6939999999999998e+01,379555961.0000,763440589.1227,7.1000000000000000e+01,5.1024352531890221e-02,2.3629999999999999e+01,1.4741700000000001e+03,"Northeastern CT COG"
"TOLLAND","BP",2.0040000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",57937228.0000,7382139.0000,70101307.0000,4158187.0000,11088738.0000,27890790.0000,40060494.0000,27803397.0000,2024624.0000,38503523.0000,1138.0000,1138.0000,283530.0000,283530.0000,1274579.0000,-14277.0000,1274579.0000,0.0000,,20002469.0000,20002469.0000,997935.0000,518494.0000,5032993.0000,4035058.0000,2473252.0000,,27690982.0000,27533766.0000,9.9432248376023646e-01,27939431.0000,27733334.0000,9.9262343603203662e-01,1.4416000000000000e+04,"A1",3.9710000000000001e+01,809966225.0000,1428356781.0348,2.1000000000000000e+01,3.6235530951182690e-02,3.3969999999999999e+01,3.0915999999999999e+03,"Capital Region COG"
"TORRINGTON","JG",2.0040000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",43360197.0000,-6715993.0000,59122748.0000,-917322.0000,27061195.0000,56959626.0000,89834717.0000,48691886.0000,6820262.0000,89844502.0000,0.0000,0.0000,750674.0000,750674.0000,-760459.0000,-1317098.0000,-760459.0000,0.0000,,44477274.0000,44477274.0000,1612624.0000,0.0000,4654656.0000,3042032.0000,2545251.0000,2014982.0000,56959626.0000,56959626.0000,1.0000000000000000e+00,56959626.0000,56959626.0000,1.0000000000000000e+00,3.5955000000000000e+04,"A1",3.9789999999999999e+01,1507737398.0000,2730835612.8563,4.2800000000000000e+02,6.0871848739495797e-02,3.8280000000000001e+01,5.1534600000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"TRUMBULL","JG",2.0040000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",75788419.0000,-37537142.0000,38251277.0000,-3490345.0000,7228417.0000,93516399.0000,106035029.0000,65943957.0000,7897002.0000,104297931.0000,424720.0000,424720.0000,0.0000,0.0000,2161818.0000,1938935.0000,2161818.0000,0.0000,,70309313.0000,70309313.0000,3206083.0000,0.0000,9259512.0000,6053429.0000,39253114.0000,-136521.0000,92588056.0000,91545303.0000,9.8873771580213332e-01,94230010.0000,92777584.0000,9.8458637540206140e-01,3.5293000000000000e+04,"Aa2",2.3289999999999999e+01,3370606643.0000,6382384166.8121,3.8000000000000000e+01,3.9232531500572737e-02,2.7570000000000000e+01,6.6350100000000002e+03,"Greater Bridgeport RPA"
"UNION","JG",2.0040000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",1050000.0000,642720.0000,1692720.0000,14099.0000,383186.0000,1388225.0000,1835358.0000,1010067.0000,99577.0000,1788722.0000,14700.0000,14700.0000,83328.0000,83328.0000,-21992.0000,-76008.0000,-21992.0000,0.0000,,628500.0000,628500.0000,0.0000,13992.0000,293781.0000,293781.0000,,,1376299.0000,1349702.0000,9.8067498414225396e-01,1444877.0000,1369857.0000,9.4807862537780030e-01,7.4400000000000000e+02,,2.8710000000000001e+01,48916764.0000,90665115.9582,0.0000000000000000e+00,3.1180400890868598e-02,2.7740000000000002e+01,1.0700000000000000e+02,"Northeastern CT COG"
"VERNON","JG",2.0040000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",35582756.0000,9279379.0000,46880341.0000,-437220.0000,19798386.0000,42462509.0000,65833848.0000,41079425.0000,3558710.0000,63371598.0000,1003288.0000,1003288.0000,1963338.0000,1963338.0000,1502200.0000,-243374.0000,1502200.0000,0.0000,,26414350.0000,26414350.0000,1017823.0000,100000.0000,7111780.0000,6093957.0000,8436251.0000,1356835.0000,42154105.0000,41586384.0000,9.8653224875726808e-01,44036398.0000,42070753.0000,9.5536317479917410e-01,2.9338000000000000e+04,"A1",1.7730000000000000e+01,1250458562.0000,2208686376.3499,3.9500000000000000e+02,4.6924194720271255e-02,3.3539999999999999e+01,4.0179500000000003e+03,"Capital Region COG"
"VOLUNTOWN","JG",2.0040000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",5049078.0000,3155419.0000,8204497.0000,605287.0000,2963298.0000,3518262.0000,6670092.0000,4814143.0000,412875.0000,6262836.0000,176775.0000,190793.0000,297700.0000,297700.0000,286331.0000,281656.0000,300349.0000,0.0000,,2162586.0000,2162586.0000,6000.0000,24821.0000,1277785.0000,1271785.0000,,,3432836.0000,3336616.0000,9.7197069711457229e-01,3587454.0000,3438830.0000,9.5857117610427900e-01,2.6320000000000000e+03,"A3",3.8920000000000002e+01,123352003.0000,235909779.3456,1.4000000000000000e+01,4.8765041165294488e-02,2.7650000000000002e+01,4.5831000000000000e+02,"Southeastern CT COG"
"WALLINGFORD","JG",2.0040000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",126575000.0000,24200000.0000,150988000.0000,3906000.0000,26027000.0000,78209000.0000,110501000.0000,68006000.0000,3870000.0000,105407000.0000,2424000.0000,2424000.0000,4956000.0000,4956000.0000,2562000.0000,-3418000.0000,2562000.0000,0.0000,,29531000.0000,29531000.0000,2484000.0000,9146000.0000,23851000.0000,21367000.0000,140944000.0000,,76798000.0000,75710000.0000,9.8583296440011459e-01,79382000.0000,77242000.0000,9.7304174749943317e-01,4.4607000000000000e+04,"Aa1",3.9020000000000003e+01,3115069062.0000,5241221721.9040,1.8100000000000000e+02,4.2092307692307693e-02,2.5100000000000001e+01,7.2851300000000001e+03,"South Central Regional COG"
"WARREN","BP",2.0040000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",2453752.0000,1699401.0000,4153153.0000,-144461.0000,109412.0000,3334411.0000,3631715.0000,2282849.0000,0.0000,3555859.0000,0.0000,0.0000,54082.0000,54082.0000,21774.0000,131942.0000,21774.0000,0.0000,1506631.0000,0.0000,1506631.0000,0.0000,0.0000,1220515.0000,1220515.0000,,,3324955.0000,3298638.0000,9.9208500566173075e-01,3358553.0000,3318901.0000,9.8819372509530146e-01,1.3420000000000000e+03,,2.6310000000000002e+01,186634678.0000,266620968.5714,4.0000000000000000e+00,3.1117397454031116e-02,1.7719999999999999e+01,1.9600000000000000e+02,"Northwestern CT COG"
"WASHINGTON","BP",2.0040000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",8637687.0000,2685787.0000,12984016.0000,354746.0000,287084.0000,10035536.0000,11256365.0000,6999142.0000,82101.0000,10284616.0000,0.0000,0.0000,892025.0000,892025.0000,79724.0000,390967.0000,79724.0000,0.0000,1727152.0000,550000.0000,2277152.0000,0.0000,0.0000,2622779.0000,2622779.0000,,,9956096.0000,9847469.0000,9.8908939809338925e-01,10188196.0000,9951552.0000,9.7677272796871983e-01,3.7010000000000000e+03,"Aa3",3.8180000000000000e+01,620903990.0000,1278335372.8967,1.0000000000000000e+00,3.8501560874089492e-02,1.6000000000000000e+01,4.9913000000000000e+02,"Northwestern CT COG"
"WATERBURY","JG",2.0040000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",144847000.0000,-165476000.0000,-9811000.0000,6291000.0000,122463000.0000,180371000.0000,316886000.0000,134403000.0000,18918000.0000,300816000.0000,4163000.0000,4163000.0000,20871000.0000,20871000.0000,-638000.0000,4810000.0000,-638000.0000,0.0000,,143982000.0000,143982000.0000,0.0000,7222000.0000,18222000.0000,18222000.0000,149552000.0000,-4844000.0000,178041000.0000,170072000.0000,9.5524064681730614e-01,215234000.0000,179467000.0000,8.3382272317570649e-01,1.0848700000000000e+05,"Baa2",2.8570000000000000e+01,3437735850.0000,4907590914.2857,4.6500000000000000e+03,7.6466777341377495e-02,5.3311999999999998e+01,1.7524820000000000e+04,"COG of Central Naugatuck Valley"
"WATERFORD","JG",2.0040000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",107018474.0000,49049495.0000,156151132.0000,7285241.0000,3141451.0000,39755215.0000,60252369.0000,34070152.0000,0.0000,55807598.0000,105032.0000,105032.0000,6619423.0000,6619423.0000,-2069620.0000,577652.0000,-2069620.0000,0.0000,,106241.0000,106241.0000,687699.0000,0.0000,17707928.0000,17020229.0000,69486514.0000,3914202.0000,41975807.0000,39261200.0000,9.3532924810712992e-01,42580452.0000,39632361.0000,9.3076421546675925e-01,1.9089000000000000e+04,,3.2750000000000000e+01,2497963250.0000,3545654928.5714,5.5000000000000000e+01,4.1589558780559074e-02,1.6980000000000000e+01,3.1601599999999999e+03,"Southeastern CT COG"
"WATERTOWN","JG",2.0040000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",58728824.0000,10271663.0000,69198056.0000,-858139.0000,13657341.0000,31827072.0000,48205407.0000,29795301.0000,2879058.0000,47756511.0000,231538.0000,231538.0000,488716.0000,488716.0000,191718.0000,58118.0000,191718.0000,0.0000,,26481579.0000,26481579.0000,1466643.0000,315000.0000,4530020.0000,3063377.0000,14233840.0000,900909.0000,31512787.0000,31130523.0000,9.8786955910944974e-01,32136539.0000,31523558.0000,9.8092573067684730e-01,2.2268000000000000e+04,"Aa3",2.9150000000000002e+01,1260843626.0000,2416972841.8240,8.8000000000000000e+01,4.7888943650402499e-02,2.5910000000000000e+01,3.5265300000000002e+03,"COG of Central Naugatuck Valley"
"WEST HARTFORD","JG",2.0040000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",134680000.0000,27912000.0000,164730000.0000,-2696000.0000,17102000.0000,145258000.0000,167269000.0000,97940000.0000,13191000.0000,165513000.0000,1326000.0000,1326000.0000,2481000.0000,2481000.0000,601000.0000,-140000.0000,601000.0000,0.0000,,104661000.0000,104661000.0000,838000.0000,0.0000,12066000.0000,11228000.0000,9693000.0000,15160000.0000,144882000.0000,143663000.0000,9.9158625640176146e-01,146666000.0000,144621000.0000,9.8605675480343091e-01,6.1392000000000000e+04,"Aaa",2.1980000000000000e+01,3652787640.0000,7498407342.0506,3.1800000000000000e+02,4.3729518305789493e-02,3.9700000000000003e+01,9.8543700000000008e+03,"Capital Region COG"
"WEST HAVEN","JG",2.0040000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",34689545.0000,-38904549.0000,-4215004.0000,3960608.0000,48350367.0000,69363067.0000,126141422.0000,71600868.0000,14752825.0000,124708096.0000,427583.0000,427583.0000,531082.0000,531082.0000,1329827.0000,432774.0000,1329827.0000,0.0000,,144561857.0000,144561857.0000,1853497.0000,0.0000,9512921.0000,7659424.0000,,5215101.0000,67773459.0000,64307425.0000,9.4885853472522330e-01,77346706.0000,67427518.0000,8.7175681405230110e-01,5.3124000000000000e+04,"A3",1.0830000000000000e+01,1890260301.0000,3584697304.6840,1.0790000000000000e+03,5.4591518012077463e-02,3.6740000000000002e+01,7.6912100000000000e+03,"South Central Regional COG"
"WESTBROOK","BP",2.0040000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",18823243.0000,-807729.0000,18015514.0000,623799.0000,1790571.0000,14382321.0000,17380051.0000,10322597.0000,2221833.0000,17268640.0000,129977.0000,129977.0000,528212.0000,528212.0000,-286824.0000,-100093.0000,-286824.0000,0.0000,,12605000.0000,12605000.0000,0.0000,485000.0000,1619476.0000,1619476.0000,,-135722.0000,14334731.0000,14176532.0000,9.8896393660962312e-01,14634329.0000,14274550.0000,9.7541540852334263e-01,6.5970000000000000e+03,"A1",1.5720000000000001e+01,770345406.0000,1457406274.5606,2.1000000000000000e+01,4.0022547914317926e-02,1.8960000000000001e+01,1.0567100000000000e+03,"CT River Estuary RPA"
"WESTON","BP",2.0040000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",2733732.0000,6676654.0000,31697943.0000,2849625.0000,2008814.0000,44431663.0000,48271368.0000,34055626.0000,3128718.0000,45525016.0000,62546.0000,237849.0000,1935990.0000,1935990.0000,872908.0000,370112.0000,1048211.0000,0.0000,,56602446.0000,56602446.0000,282554.0000,0.0000,5316974.0000,5034420.0000,286644.0000,,44257625.0000,43856534.0000,9.9093735825182672e-01,44925200.0000,44293836.0000,9.8594632856392406e-01,1.0263000000000000e+04,"Aaa",1.9800000000000001e+01,1780080706.0000,3356869508.3944,5.0000000000000000e+00,3.0785340314136125e-02,2.5000000000000000e+01,2.4919600000000000e+03,"South Western RPA"
"WESTPORT","JG",2.0040000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",114566036.0000,50780712.0000,165346748.0000,8816605.0000,1347641.0000,114641421.0000,132048384.0000,73643450.0000,14395271.0000,127653515.0000,868391.0000,868391.0000,2921684.0000,2921684.0000,2341576.0000,-1729487.0000,2341576.0000,0.0000,,144660000.0000,144660000.0000,741049.0000,3995147.0000,15961435.0000,15220386.0000,,4421964.0000,115443952.0000,113154189.0000,9.8016558719334212e-01,120081820.0000,114486044.0000,9.5340030655764541e-01,2.6564000000000000e+04,"Aaa",2.0010000000000002e+01,5712982107.0000,11720374450.0167,1.7000000000000000e+01,3.3105022831050226e-02,2.0100000000000001e+01,5.1840500000000002e+03,"South Western RPA"
"WETHERSFIELD","JG",2.0040000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",39809241.0000,6501724.0000,46931919.0000,4191947.0000,6918736.0000,51569197.0000,60301310.0000,35425761.0000,2555347.0000,58011562.0000,0.0000,0.0000,2036690.0000,2036690.0000,253058.0000,401824.0000,253058.0000,0.0000,,26040768.0000,26040768.0000,190775.0000,500000.0000,5005115.0000,4814340.0000,,-175282.0000,51145414.0000,50722766.0000,9.9173634609742334e-01,52138236.0000,51379486.0000,9.8544734041251414e-01,2.6358000000000000e+04,"Aa3",1.2390000000000001e+01,1462429350.0000,2934207369.8030,1.1700000000000000e+02,4.6452507510977584e-02,3.4859999999999999e+01,3.7424500000000003e+03,"Capital Region COG"
"WILLINGTON","JG",2.0040000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",4734758.0000,3316722.0000,8051480.0000,1403861.0000,3676705.0000,8957348.0000,12965413.0000,9539570.0000,449850.0000,12136279.0000,0.0000,0.0000,615923.0000,615923.0000,213211.0000,-117525.0000,213211.0000,0.0000,5831772.0000,1748193.0000,7579965.0000,52830.0000,0.0000,1371078.0000,1318248.0000,,,8730484.0000,8675275.0000,9.9367629560972792e-01,8942246.0000,8869200.0000,9.9183135869892192e-01,6.1970000000000000e+03,"A2",3.3270000000000003e+01,296346816.0000,537238777.5439,1.9000000000000000e+01,3.7400530503978777e-02,2.8800000000000001e+01,9.1038999999999999e+02,"Windham Region COG"
"WILTON","JG",2.0040000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",67207870.0000,12226675.0000,79434545.0000,6362966.0000,4716046.0000,72302175.0000,80382967.0000,47889668.0000,9654847.0000,78694265.0000,0.0000,0.0000,0.0000,0.0000,1688702.0000,-1128201.0000,1688702.0000,0.0000,,73567656.0000,73567656.0000,1127124.0000,277501.0000,5869965.0000,4742841.0000,9410898.0000,1187087.0000,71270697.0000,70870926.0000,9.9439080832898263e-01,72245816.0000,71377152.0000,9.8797627256365961e-01,1.7965000000000000e+04,"Aaa",2.6949999999999999e+01,3632171350.0000,5188816214.2857,2.0000000000000000e+00,3.3021192705766388e-02,2.0100000000000001e+01,4.2303299999999999e+03,"South Western RPA"
"WINCHESTER","JG",2.0040000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",25863702.0000,4018182.0000,29881884.0000,597779.0000,8211001.0000,17132182.0000,26378876.0000,17091385.0000,620818.0000,26610627.0000,2033.0000,224029.0000,95573.0000,95573.0000,-325291.0000,-1436040.0000,-103295.0000,0.0000,,2477949.0000,2477949.0000,79770.0000,569487.0000,703346.0000,623576.0000,27259436.0000,,17015152.0000,16371003.0000,9.6214262440911491e-01,17847656.0000,16851083.0000,9.4416224741220922e-01,1.0889000000000000e+04,"A2",3.2280000000000001e+01,559998075.0000,816360584.2857,1.7100000000000000e+02,6.3993316624895574e-02,3.0120000000000001e+01,1.6254200000000001e+03,"Litchfield Hills Cncl of Elected Ofcls"
"WINDHAM","JG",2.0040000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",4494591.0000,15669061.0000,20458747.0000,170904.0000,28392364.0000,20886251.0000,52545765.0000,35688182.0000,3425925.0000,53856363.0000,0.0000,15855816.0000,145588.0000,16097447.0000,-1456186.0000,-440307.0000,-1552229.0000,0.0000,,25815756.0000,25815756.0000,612613.0000,1471808.0000,8883379.0000,8270766.0000,,,20680976.0000,20051199.0000,9.6954800392399276e-01,21954270.0000,20663286.0000,9.4119667836826271e-01,2.3167000000000000e+04,"A2",2.7070000000000000e+01,664513970.0000,1102723758.9982,7.3000000000000000e+02,6.6340160284951030e-02,2.5460000000000001e+01,3.5748600000000001e+03,"Windham Region COG"
"WINDSOR","JG",2.0040000000000000e+03,1.6500000000000000e+02,1.6400000000000000e+02,"H",35633107.0000,22099832.0000,57732939.0000,162838.0000,13957572.0000,62484349.0000,80076489.0000,50267028.0000,5626939.0000,69635314.0000,0.0000,0.0000,9603560.0000,9603560.0000,837615.0000,-386873.0000,837615.0000,0.0000,,45515000.0000,45515000.0000,297656.0000,196983.0000,7720940.0000,7423284.0000,-16016114.0000,2212527.0000,62034181.0000,61264110.0000,9.8758634372879039e-01,63191898.0000,62050428.0000,9.8193645014428910e-01,2.8652000000000000e+04,"Aa2",2.9629999999999999e+01,1886474120.0000,3402721291.9802,2.5100000000000000e+02,4.8879443585780523e-02,3.3570000000000000e+01,4.7142500000000000e+03,"Capital Region COG"
"WINDSOR LOCKS","JG",2.0040000000000000e+03,1.6600000000000000e+02,1.6500000000000000e+02,"H",40417257.0000,16843178.0000,57417874.0000,957675.0000,9348086.0000,23004039.0000,33547234.0000,20200219.0000,2208755.0000,31220966.0000,122946.0000,146058.0000,2255346.0000,2255346.0000,193868.0000,323167.0000,216980.0000,0.0000,,19040971.0000,19040971.0000,0.0000,2200000.0000,6324254.0000,6324254.0000,,166424.0000,22356495.0000,21943354.0000,9.8152031434265519e-01,23108104.0000,22164795.0000,9.5917843367850519e-01,1.2333000000000000e+04,"Aa2",9.0299999999999994e+00,947128401.0000,1614994887.1874,8.0000000000000000e+01,5.0820152314001173e-02,2.4000000000000000e+01,2.0270000000000000e+03,"Capital Region COG"
"WOLCOTT","JG",2.0040000000000000e+03,1.6700000000000000e+02,1.6600000000000000e+02,"NH",36546739.0000,16468440.0000,53073468.0000,1690810.0000,14037347.0000,26841393.0000,42237694.0000,26622902.0000,4543516.0000,42422316.0000,483725.0000,483725.0000,20000.0000,20000.0000,279103.0000,845975.0000,279103.0000,0.0000,,38537272.0000,38537272.0000,179557.0000,300000.0000,2144690.0000,1965133.0000,,1109879.0000,26444467.0000,25838162.0000,9.7707251955579211e-01,27805966.0000,26441630.0000,9.5093369530840977e-01,1.6149000000000000e+04,"A3",2.0430000000000000e+01,852977329.0000,1427466296.5540,5.4000000000000000e+01,4.6236191777701857e-02,3.1100000000000001e+01,3.2434800000000000e+03,"COG of Central Naugatuck Valley"
"WOODBRIDGE","JG",2.0040000000000000e+03,1.6800000000000000e+02,1.6700000000000000e+02,"NH",33938593.0000,9638500.0000,43577093.0000,1839282.0000,1196452.0000,30543090.0000,33229327.0000,20106541.0000,2483861.0000,32349376.0000,123174.0000,123174.0000,643884.0000,643884.0000,359241.0000,679857.0000,359241.0000,0.0000,5989193.0000,19645507.0000,25634700.0000,481457.0000,0.0000,4597601.0000,4116144.0000,,,30089907.0000,29986959.0000,9.9657865343352503e-01,30300912.0000,30117294.0000,9.9394018239451010e-01,9.2890000000000000e+03,"Aa1",1.8830000000000002e+01,874102105.0000,1584600490.2080,9.0000000000000000e+00,3.3361309274024337e-02,3.4570000000000000e+01,1.7622400000000000e+03,"South Central Regional COG"
"WOODBURY","JG",2.0040000000000000e+03,1.6900000000000000e+02,1.6800000000000000e+02,"L",11188795.0000,4074087.0000,15776956.0000,218190.0000,1001016.0000,19757623.0000,21646865.0000,15215225.0000,9271.0000,21679617.0000,7181.0000,1010000.0000,30640.0000,1010000.0000,-56211.0000,429703.0000,-32752.0000,0.0000,8044461.0000,785000.0000,8829461.0000,278543.0000,455707.0000,2669712.0000,2391169.0000,,-9611.0000,19654605.0000,19360642.0000,9.8504355595037396e-01,20228689.0000,19629571.0000,9.7038275688553022e-01,9.6790000000000000e+03,,3.6469999999999999e+01,717342291.0000,1623909787.2905,5.0000000000000000e+00,3.5097493036211701e-02,2.7250000000000000e+01,1.5468800000000001e+03,"COG of Central Naugatuck Valley"
"WOODSTOCK","JG",2.0040000000000000e+03,1.7000000000000000e+02,1.6900000000000000e+02,"W",9980073.0000,7445182.0000,19186745.0000,773825.0000,5787593.0000,10562590.0000,16900258.0000,12408737.0000,1460369.0000,16623510.0000,52.0000,100952.0000,254550.0000,254550.0000,22250.0000,-446044.0000,123150.0000,0.0000,,9228785.0000,9228785.0000,567199.0000,500000.0000,2665656.0000,2098457.0000,,-10164.0000,10331559.0000,10171051.0000,9.8446430011191921e-01,10707577.0000,10342043.0000,9.6586211801231969e-01,7.8540000000000000e+03,"A2",6.0539999999999999e+01,420967382.0000,798959825.7327,1.3000000000000000e+01,4.0366972477064222e-02,2.4500000000000000e+01,1.3858000000000000e+03,"Northeastern CT COG"
